"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"1183357","52938","52924","52952","696","696","696","","","","","",""
"1183721","","","","","","","54687","54687","54687","661","661","661"
"1183982","52978","52978","52978","625","625","625","","","","","",""
"1184500","","","","","","","54778","54778","54778","779","779","779"
"1185264","","","","","","","54780","54780","54780","764","764","764"
"1186189","","","","","","","54824","54790","54858","925","925","925"
"1186271","53079","53079","53079","727","727","727","","","","","",""
"1186943","53112","53112","53112","672","672","672","","","","","",""
"1187307","","","","","","","54803","54803","54803","1118","1118","1118"
"1187640","53142","53142","53142","697","697","697","","","","","",""
"1187981","","","","","","","54914","54887","54941","674","674","674"
"1188407","53085","53085","53085","767","767","767","","","","","",""
"1188594","","","","","","","54894","54894","54894","613","613","613"
"1189096","53187.5","53171","53204","689","689","689","","","","","",""
"1189315","","","","","","","54957","54903","55011","721","721","721"
"1189771","53234","53234","53234","675","675","675","","","","","",""
"1190013","","","","","","","54987","54987","54987","698","698","698"
"1190523","53270","53270","53270","752","752","752","","","","","",""
"1190965","","","","","","","54997","54997","54997","952","952","952"
"1191731","","","","","","","55082","55082","55082","766","766","766"
"1192185","53341","53341","53341","740","740","740","","","","","",""
"1192948","53352.5","53330","53375","763","763","763","","","","","",""
"1193376","","","","","","","55100","55100","55100","841","841","841"
"1194830","","","","","","","55193","55193","55193","906","906","906"
"1195259","53475","53475","53475","652","652","652","","","","","",""
"1196265","53503.5","53488","53519","1006","1006","1006","","","","","",""
"1196551","","","","","","","55307","55307","55307","867","867","867"
"1197366","","","","","","","55358","55358","55358","815","815","815"
"1197998","53567","53567","53567","1029","1029","1029","","","","","",""
"1198322","","","","","","","55333","55333","55333","956","956","956"
"1198631","53595.5","53568","53623","633","633","633","","","","","",""
"1199369","","","","","","","55344","55344","55344","1047","1047","1047"
"1199395","53656","53656","53656","764","764","764","","","","","",""
"1200001","53686","53686","53686","606","606","606","","","","","",""
"1200636","53712","53712","53712","635","635","635","","","","","",""
"1201391","53735.5","53726","53745","755","755","755","","","","","",""
"1201479","","","","","","","55443","55443","55443","974","974","974"
"1202381","","","","","","","55453","55453","55453","902","902","902"
"1203329","53810","53810","53810","646","646","646","","","","","",""
"1203393","","","","","","","55576","55541","55611","1012","1012","1012"
"1204184","","","","","","","55550","55550","55550","791","791","791"
"1204849","53889","53889","53889","829","829","829","","","","","",""
"1205785","53914","53890","53938","936","936","936","","","","","",""
"1206021","","","","","","","55685","55647","55723","1028","1028","1028"
"1206495","53968","53968","53968","710","710","710","","","","","",""
"1207446","54012","54012","54012","951","951","951","","","","","",""
"1208445","","","","","","","55750","55750","55750","459","459","459"
"1208938","54063","54048","54078","772","772","772","","","","","",""
"1209289","","","","","","","55876","55876","55876","844","844","844"
"1209575","54076.5","54049","54104","637","637","637","","","","","",""
"1210230","54127","54127","54127","655","655","655","","","","","",""
"1211027","54149.5","54128","54171","797","797","797","","","","","",""
"1211218","","","","","","","55858","55858","55858","1092","1092","1092"
"1211951","54211","54211","54211","924","924","924","","","","","",""
"1212086","","","","","","","55991","55991","55991","868","868","868"
"1213751","","","","","","","56016","55962","56070","849","849","849"
"1214373","54229","54229","54229","901","901","901","","","","","",""
"1214509","","","","","","","56072","56048","56096","758","758","758"
"1215264","","","","","","","56056","56056","56056","755","755","755"
"1215866","54366","54366","54366","685","685","685","","","","","",""
"1216304","","","","","","","56180","56180","56180","1040","1040","1040"
"1217429","54452","54452","54452","871","871","871","","","","","",""
"1217993","","","","","","","56232","56232","56232","883","883","883"
"1218432","54465.5","54437","54494","1003","1003","1003","","","","","",""
"1219165","54526","54526","54526","733","733","733","","","","","",""
"1219778","54534","54516","54552","613","613","613","","","","","",""
"1219951","","","","","","","56333","56333","56333","907","907","907"
"1220510","","","","","","","56267","56267","56267","559","559","559"
"1220620","54553.5","54517","54590","842","842","842","","","","","",""
"1221135","","","","","","","56323.5","56274","56373","625","625","625"
"1221486","54610.5","54595","54626","866","866","866","","","","","",""
"1221950","","","","","","","56380","56380","56380","815","815","815"
"1222430","54596","54596","54596","944","944","944","","","","","",""
"1222883","","","","","","","56453","56453","56453","933","933","933"
"1223080","54674","54674","54674","650","650","650","","","","","",""
"1223658","","","","","","","56399","56399","56399","775","775","775"
"1223772","54727","54727","54727","692","692","692","","","","","",""
"1224540","54763","54763","54763","768","768","768","","","","","",""
"1224995","","","","","","","56489","56489","56489","1337","1337","1337"
"1225190","54771.5","54754","54789","650","650","650","","","","","",""
"1225590","","","","","","","56564","56564","56564","595","595","595"
"1225796","54815","54815","54815","606","606","606","","","","","",""
"1226408","","","","","","","56582","56582","56582","818","818","818"
"1226494","54840.5","54833","54848","698","698","698","","","","","",""
"1227115","54856","54834","54878","621","621","621","","","","","",""
"1227229","","","","","","","56623.5","56591","56656","821","821","821"
"1227903","54835","54835","54835","788","788","788","","","","","",""
"1229109","","","","","","","56612","56612","56612","986","986","986"
"1229897","","","","","","","56731","56697","56765","788","788","788"
"1230879","","","","","","","56765","56708","56822","982","982","982"
"1231112","55052","55052","55052","919","919","919","","","","","",""
"1231591","","","","","","","56845","56845","56845","712","712","712"
"1231833","55084","55084","55084","721","721","721","","","","","",""
"1232908","55100","55070","55130","1075","1075","1075","","","","","",""
"1233601","55163","55163","55163","693","693","693","","","","","",""
"1233641","","","","","","","56936","56936","56936","1142","1142","1142"
"1234382","","","","","","","56959","56959","56959","741","741","741"
"1234403","55149","55149","55149","802","802","802","","","","","",""
"1235225","","","","","","","56909","56909","56909","843","843","843"
"1235682","55228","55228","55228","679","679","679","","","","","",""
"1236143","","","","","","","57042","57042","57042","918","918","918"
"1236929","","","","","","","57005","57005","57005","786","786","786"
"1237386","55325","55325","55325","767","767","767","","","","","",""
"1237703","","","","","","","57054","57014","57094","774","774","774"
"1238114","55308","55308","55308","728","728","728","","","","","",""
"1238382","","","","","","","57097","57097","57097","679","679","679"
"1239298","","","","","","","57107","57107","57107","916","916","916"
"1239769","55429","55429","55429","719","719","719","","","","","",""
"1240185","","","","","","","57221","57221","57221","887","887","887"
"1240765","55474","55474","55474","996","996","996","","","","","",""
"1241686","55512","55512","55512","921","921","921","","","","","",""
"1242379","55542","55542","55542","693","693","693","","","","","",""
"1242707","","","","","","","57342","57342","57342","844","844","844"
"1244005","55547","55547","55547","933","933","933","","","","","",""
"1244653","","","","","","","57320","57320","57320","821","821","821"
"1245679","","","","","","","57395.5","57331","57460","1026","1026","1026"
"1245680","55686","55686","55686","752","752","752","","","","","",""
"1246374","","","","","","","57415","57415","57415","695","695","695"
"1246562","55726","55726","55726","882","882","882","","","","","",""
"1247446","55729","55694","55764","884","884","884","","","","","",""
"1247982","","","","","","","57561","57561","57561","873","873","873"
"1248218","55786","55772","55800","772","772","772","","","","","",""
"1249059","55834","55834","55834","841","841","841","","","","","",""
"1249727","55858.5","55851","55866","668","668","668","","","","","",""
"1250696","55852","55852","55852","969","969","969","","","","","",""
"1251353","","","","","","","57642","57642","57642","972","972","972"
"1252331","55931","55931","55931","857","857","857","","","","","",""
"1252399","","","","","","","57653","57653","57653","1046","1046","1046"
"1253800","56010","56010","56010","845","845","845","","","","","",""
"1254225","","","","","","","57825","57825","57825","1002","1002","1002"
"1254897","56012","56012","56012","589","589","589","","","","","",""
"1255749","56090","56090","56090","852","852","852","","","","","",""
