"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_return","DQN - charts/episodic_return__MIN","DQN - charts/episodic_return__MAX"
"223877","8939","8894","8984","-21","-21","-21","","","","","",""
"223898","","","","","","","8772","8772","8772","-21","-21","-21"
"224119","","","","","","","8836.5","8776","8897","-21","-21","-21"
"224233","8986.5","8971","9002","-21","-21","-21","","","","","",""
"224328","","","","","","","8905","8905","8905","-21","-21","-21"
"224529","8972","8972","8972","-21","-21","-21","","","","","",""
"224568","","","","","","","8913","8913","8913","-20","-20","-20"
"224782","8973","8973","8973","-21","-21","-21","","","","","",""
"225137","9044","9044","9044","-18","-18","-18","","","","","",""
"225245","","","","","","","8903.5","8867","8940","-21","-21","-21"
"225462","9063","9063","9063","-20","-20","-20","","","","","",""
"225484","","","","","","","8948","8948","8948","-21","-21","-21"
"225707","","","","","","","8874","8874","8874","-20","-20","-20"
"225729","9026.5","8976","9077","-21","-21","-21","","","","","",""
"225909","","","","","","","8931.5","8877","8986","-21","-21","-21"
"225928","9070","9053","9087","-21","-21","-21","","","","","",""
"226175","9054","9054","9054","-21","-21","-21","","","","","",""
"226376","9081","9055","9107","-21","-21","-21","","","","","",""
"226608","9088.5","9056","9121","-21","-21","-21","","","","","",""
"226848","","","","","","","8992.5","8964","9021","-20","-20","-20"
"226873","9057","9057","9057","-21","-21","-21","","","","","",""
"227039","","","","","","","8967","8967","8967","-21","-21","-21"
"227239","","","","","","","9037","9037","9037","-21","-21","-21"
"227325","9161","9161","9161","-21","-21","-21","","","","","",""
"227639","9155","9135","9175","-21","-21","-21","","","","","",""
"227663","","","","","","","8976","8976","8976","-20","-20","-20"
"228052","9193","9193","9193","-20","-20","-20","","","","","",""
"228342","","","","","","","9060","9060","9060","-21","-21","-21"
"228428","9211","9211","9211","-18","-18","-18","","","","","",""
"228571","","","","","","","9094.5","9063","9126","-21","-21","-21"
"228810","","","","","","","9102","9067","9137","-20","-20","-20"
"229437","","","","","","","9161","9161","9161","-21","-21","-21"
"229633","","","","","","","9133","9079","9187","-21","-21","-21"
"229869","","","","","","","9082","9082","9082","-20","-20","-20"
"230067","","","","","","","9085","9085","9085","-21","-21","-21"
"230090","9220","9220","9220","-19","-19","-19","","","","","",""
"230295","","","","","","","9088","9088","9088","-20","-20","-20"
"230333","9311","9311","9311","-21","-21","-21","","","","","",""
"230499","","","","","","","9091","9091","9091","-20","-20","-20"
"230687","","","","","","","9169","9169","9169","-21","-21","-21"
"230730","9329","9329","9329","-19","-19","-19","","","","","",""
"230964","","","","","","","9205.5","9173","9238","-19","-19","-19"
"231213","","","","","","","9177","9177","9177","-19","-19","-19"
"231396","","","","","","","9179","9179","9179","-21","-21","-21"
"231449","9330","9299","9361","-18","-18","-18","","","","","",""
"231615","","","","","","","9243","9183","9303","-20","-20","-20"
"231780","9337.5","9300","9375","-20","-20","-20","","","","","",""
"231870","","","","","","","9311","9311","9311","-20","-20","-20"
"232074","9394","9394","9394","-17","-17","-17","","","","","",""
"232276","","","","","","","9266","9266","9266","-21","-21","-21"
"232427","9395.5","9379","9412","-21","-21","-21","","","","","",""
"232528","","","","","","","9270","9270","9270","-20","-20","-20"
"232785","9426","9426","9426","-18","-18","-18","","","","","",""
"232995","","","","","","","9315","9276","9354","-21","-21","-21"
"233078","9440","9440","9440","-21","-21","-21","","","","","",""
"233199","","","","","","","9362","9362","9362","-21","-21","-21"
"233358","9454","9454","9454","-21","-21","-21","","","","","",""
"233583","","","","","","","9341","9285","9397","-21","-21","-21"
"233712","9478","9478","9478","-19","-19","-19","","","","","",""
"233780","","","","","","","9288","9288","9288","-21","-21","-21"
"233979","","","","","","","9352","9291","9413","-21","-21","-21"
"234509","9514","9514","9514","-19","-19","-19","","","","","",""
"234648","","","","","","","9407.5","9375","9440","-21","-21","-21"
"234870","9528","9528","9528","-18","-18","-18","","","","","",""
"235111","9504.5","9463","9546","-21","-21","-21","","","","","",""
"235118","","","","","","","9382","9382","9382","-20","-20","-20"
"235332","","","","","","","9385","9385","9385","-20","-20","-20"
"235379","9556","9556","9556","-20","-20","-20","","","","","",""
"235549","","","","","","","9388","9388","9388","-21","-21","-21"
"235620","9555.5","9541","9570","-20","-20","-20","","","","","",""
"235787","","","","","","","9466","9466","9466","-20","-20","-20"
"235963","9563","9542","9584","-20","-20","-20","","","","","",""
"236026","","","","","","","9501","9470","9532","-21","-21","-21"
"236241","9570.5","9543","9598","-21","-21","-21","","","","","",""
"236544","","","","","","","9514","9477","9551","-21","-21","-21"
"236752","","","","","","","9559","9559","9559","-20","-20","-20"
"236957","","","","","","","9567","9567","9567","-21","-21","-21"
"237064","9628.5","9618","9639","-17","-17","-17","","","","","",""
"237414","","","","","","","9490","9490","9490","-21","-21","-21"
"237459","9657","9657","9657","-18","-18","-18","","","","","",""
"237636","","","","","","","9612","9612","9612","-21","-21","-21"
"237843","9675","9675","9675","-17","-17","-17","","","","","",""
"237859","","","","","","","9496","9496","9496","-21","-21","-21"
"238079","","","","","","","9563.5","9499","9628","-20","-20","-20"
"238274","","","","","","","9569","9502","9636","-21","-21","-21"
"238465","9665","9622","9708","-21","-21","-21","","","","","",""
"238522","","","","","","","9580","9580","9580","-20","-20","-20"
"238717","","","","","","","9619","9583","9655","-21","-21","-21"
"238782","9699","9699","9699","-19","-19","-19","","","","","",""
"238904","","","","","","","9663","9663","9663","-21","-21","-21"
"239075","9736","9736","9736","-21","-21","-21","","","","","",""
"239129","","","","","","","9649","9589","9709","-21","-21","-21"
"239359","9701","9701","9701","-20","-20","-20","","","","","",""
"239387","","","","","","","9717","9717","9717","-20","-20","-20"
"239730","9768","9768","9768","-19","-19","-19","","","","","",""
"239861","","","","","","","9674","9674","9674","-20","-20","-20"
"240093","9703","9703","9703","-19","-19","-19","","","","","",""
"240116","","","","","","","9678","9678","9678","-20","-20","-20"
"240367","","","","","","","9755","9755","9755","-19","-19","-19"
"240417","9792.5","9780","9805","-19","-19","-19","","","","","",""
"240799","","","","","","","9771","9771","9771","-21","-21","-21"
"240806","9802","9781","9823","-18","-18","-18","","","","","",""
"241028","","","","","","","9782","9782","9782","-21","-21","-21"
"241444","","","","","","","9697","9697","9697","-21","-21","-21"
"241571","9819","9783","9855","-19","-19","-19","","","","","",""
"241672","","","","","","","9700","9700","9700","-20","-20","-20"
"242260","9861","9861","9861","-18","-18","-18","","","","","",""
"242361","","","","","","","9784","9784","9784","-21","-21","-21"
"242564","","","","","","","9859","9859","9859","-21","-21","-21"
"242601","9885.5","9862","9909","-19","-19","-19","","","","","",""
"242768","","","","","","","9867","9867","9867","-21","-21","-21"
"243010","","","","","","","9794","9794","9794","-21","-21","-21"
"243252","","","","","","","9797","9797","9797","-20","-20","-20"
"243265","9864","9864","9864","-21","-21","-21","","","","","",""
"243464","","","","","","","9800","9800","9800","-21","-21","-21"
"243603","9961","9961","9961","-19","-19","-19","","","","","",""
"243674","","","","","","","9939","9939","9939","-21","-21","-21"
"243833","9957","9943","9971","-21","-21","-21","","","","","",""
"243916","","","","","","","9900","9900","9900","-21","-21","-21"
"244197","9964.5","9944","9985","-19","-19","-19","","","","","",""
"244494","9945","9945","9945","-21","-21","-21","","","","","",""
"244634","","","","","","","9943.5","9910","9977","-20","-20","-20"
"244831","10017","10017","10017","-19","-19","-19","","","","","",""
"244836","","","","","","","9913","9913","9913","-21","-21","-21"
"245082","","","","","","","9916","9916","9916","-20","-20","-20"
"245563","","","","","","","9923","9923","9923","-21","-21","-21"
"245787","10063","10063","10063","-20","-20","-20","","","","","",""
"246079","10026","10026","10026","-19","-19","-19","","","","","",""
"246231","","","","","","","10032.5","10007","10058","-21","-21","-21"
"246668","","","","","","","10013","10013","10013","-21","-21","-21"
"246693","10110","10110","10110","-21","-21","-21","","","","","",""
"247082","","","","","","","10019","10019","10019","-20","-20","-20"
"247451","10126","10106","10146","-19","-19","-19","","","","","",""
"247487","","","","","","","10099","10099","10099","-21","-21","-21"
"247735","","","","","","","10103","10103","10103","-20","-20","-20"
"247798","10160","10160","10160","-18","-18","-18","","","","","",""
"247926","","","","","","","10134.5","10106","10163","-21","-21","-21"
"248084","10174","10174","10174","-20","-20","-20","","","","","",""
"248133","","","","","","","10140","10109","10171","-21","-21","-21"
"248390","","","","","","","10145.5","10112","10179","-21","-21","-21"
"248649","","","","","","","10190","10190","10190","-21","-21","-21"
"248839","","","","","","","10158.5","10119","10198","-21","-21","-21"
"249246","","","","","","","10125","10125","10125","-21","-21","-21"
"249459","","","","","","","10184","10128","10240","-21","-21","-21"
"249469","10216","10188","10244","-21","-21","-21","","","","","",""
"249844","10225.5","10189","10262","-19","-19","-19","","","","","",""
"249920","","","","","","","10135","10135","10135","-21","-21","-21"
"250149","","","","","","","10213","10213","10213","-20","-20","-20"
"250153","10190","10190","10190","-19","-19","-19","","","","","",""
"250433","10281","10268","10294","-20","-20","-20","","","","","",""
"250589","","","","","","","10251","10219","10283","-20","-20","-20"
"250808","","","","","","","10223","10223","10223","-20","-20","-20"
"250949","10270","10270","10270","-20","-20","-20","","","","","",""
"251229","10271","10271","10271","-21","-21","-21","","","","","",""
"251544","10342","10342","10342","-20","-20","-20","","","","","",""
"251788","","","","","","","10310","10310","10310","-19","-19","-19"
"251852","10343","10343","10343","-20","-20","-20","","","","","",""
"251979","","","","","","","10313","10313","10313","-21","-21","-21"
"252163","10362","10344","10380","-19","-19","-19","","","","","",""
"252219","","","","","","","10386","10386","10386","-20","-20","-20"
"252432","","","","","","","10394","10394","10394","-20","-20","-20"
"252509","10398","10398","10398","-20","-20","-20","","","","","",""
"252971","","","","","","","10327","10327","10327","-19","-19","-19"
"253187","","","","","","","10384.5","10330","10439","-21","-21","-21"
"253288","10391","10347","10435","-20","-20","-20","","","","","",""
"253609","10453","10453","10453","-20","-20","-20","","","","","",""
"253857","","","","","","","10403","10340","10466","-21","-21","-21"
"253902","10446","10425","10467","-21","-21","-21","","","","","",""
"254062","","","","","","","10474","10474","10474","-21","-21","-21"
"254554","","","","","","","10458.5","10424","10493","-19","-19","-19"
"254565","10427","10427","10427","-21","-21","-21","","","","","",""
"254875","10428","10428","10428","-20","-20","-20","","","","","",""
"255247","","","","","","","10533","10509","10557","-20","-20","-20"
"255318","10520","10505","10535","-18","-18","-18","","","","","",""
"255466","","","","","","","10512","10512","10512","-21","-21","-21"
"255757","","","","","","","10546","10516","10576","-18","-18","-18"
"256227","","","","","","","10559","10523","10595","-21","-21","-21"
"256336","10508","10508","10508","-20","-20","-20","","","","","",""
"256504","","","","","","","10527","10527","10527","-21","-21","-21"
"256744","","","","","","","10530","10530","10530","-20","-20","-20"
"257212","","","","","","","10594","10537","10651","-20","-20","-20"
"257291","10629","10629","10629","-20","-20","-20","","","","","",""
"257449","","","","","","","10659","10659","10659","-21","-21","-21"
"257615","10647","10647","10647","-19","-19","-19","","","","","",""
"257663","","","","","","","10605","10543","10667","-21","-21","-21"
"257888","","","","","","","10675","10675","10675","-20","-20","-20"
"257921","10661","10661","10661","-21","-21","-21","","","","","",""
"258118","","","","","","","10655","10624","10686","-20","-20","-20"
"258488","10667","10667","10667","-20","-20","-20","","","","","",""
"258615","","","","","","","10631","10631","10631","-20","-20","-20"
"258892","","","","","","","10692","10634","10750","-21","-21","-21"
"258998","10669","10669","10669","-20","-20","-20","","","","","",""
"259104","","","","","","","10737","10713","10761","-20","-20","-20"
"259335","","","","","","","10716","10716","10716","-21","-21","-21"
"259543","","","","","","","10777","10777","10777","-21","-21","-21"
"259781","","","","","","","10722","10722","10722","-21","-21","-21"
"259996","","","","","","","10793","10793","10793","-21","-21","-21"
"260114","10672","10672","10672","-20","-20","-20","","","","","",""
"260227","","","","","","","10804","10804","10804","-20","-20","-20"
"260461","","","","","","","10732","10732","10732","-20","-20","-20"
"260463","10788","10788","10788","-19","-19","-19","","","","","",""
"260696","","","","","","","10820","10820","10820","-21","-21","-21"
"260804","10751","10751","10751","-20","-20","-20","","","","","",""
"261096","10752","10752","10752","-19","-19","-19","","","","","",""
"261137","","","","","","","10857","10857","10857","-21","-21","-21"
